serial_number,model_number,modem_address,expected_battery_life,ar_model_number,ar_serial_number,ar_expected_battery_life,ar_voltage_at_deploy,ar_tilt_after_deploy,ar_interrogate_code,ar_receive_frequency,ar_reply_frequency,ar_ping_rate,ar_enable_code_address,ar_release_code,ar_disable_code,ar_tilt_code,id_pk,receiver,built_in_tag_fk,status,receiver_type,manufacturer_fk,owner_group_fk,financing_project_fk,projectcode,owner_organisation
123821,VR2W,,,,,,,,,,,,,,,,1121,VR2W-123821,,Available,acoustic_telemetry,1,7,,ws1,VLIZ
127033,VR2W,,,,,,,,,,,,,,,,1077,VR2W-127033,,Available,acoustic_telemetry,1,4,,albert,INBO
110784,VR2W,,,,,,,,,,,,,,,,778,VR2W-110784,,Lost,acoustic_telemetry,1,6,,bpns,MARBIOL
122339,VR2W,,,,,,,,,,,,,,,,1126,VR2W-122339,,Active,acoustic_telemetry,1,4,,demer,INBO
124064,VR2W,,,,,,,,,,,,,,,,1024,VR2W-124064,,Lost,acoustic_telemetry,1,4,,demer,INBO
123813,VR2W,,,,,,,,,,,,,,,,1250,VR2W-123813,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
112298,VR2W,,,,,,,,,,,,,,,,1095,VR2W-112298,,Lost,acoustic_telemetry,1,4,,bovenschelde,INBO
122256,VR2W,,,,,,,,,,,,,,,,1141,VR2W-122256,,Lost,acoustic_telemetry,1,4,,maas,INBO
115428,VR2W,,,,,,,,,,,,,,,,1157,VR2W-115428,,Available,acoustic_telemetry,1,7,,bpns,VLIZ
480722,VR2Tx,,,,,,,,,,,,,,,,1297,VR2Tx-480722,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
115436,VR2W,,,,,,,,,,,,,,,,1106,VR2W-115436,,Active,acoustic_telemetry,1,4,,albert,INBO
127739,VR2W,,,,,,,,,,,,,,,,1241,VR2W-127739,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
547654,VR2AR,,,,,,,,,,,,,,,,1766,VR2AR-547654,2702,Active,acoustic_telemetry,1,7,,bpns,VLIZ
112289,VR2W,,,,,,,,,,,,,,,,1158,VR2W-112289,,Broken,acoustic_telemetry,1,4,,ws2,INBO
123824,VR2W,,,,,,,,,,,,,,,,1242,VR2W-123824,,Broken,acoustic_telemetry,1,7,,bpns,VLIZ
113529,VR2W,,,,,,,,,,,,,,,,1244,VR2W-113529,,Active,acoustic_telemetry,1,4,,albert,INBO
115432,VR2W,,,,,,,,,,,,,,,,1057,VR2W-115432,,Lost,acoustic_telemetry,1,4,,ws2,INBO
450111,VR2C,,,,,,,,,,,,,,,,1286,VR2C-450111,,Broken,acoustic_telemetry,1,7,,bpns,VLIZ
122319,VR2W,,,,,,,,,,,,,,,,1164,VR2W-122319,,Available,acoustic_telemetry,1,4,,albert,INBO
546045,VR2AR,,,,,,,,,,,,,,,,1263,VR2AR-546045,1386,Active,acoustic_telemetry,1,7,,ws2,VLIZ
127029,VR2W,,,,,,,,,,,,,,,,1197,VR2W-127029,,Active,acoustic_telemetry,1,4,,albert,INBO
4231,VR2,,,,,,,,,,,,,,,,1033,VR2-4231,,Returned to manufacturer,acoustic_telemetry,1,4,,bovenschelde,INBO
124069,VR2W,,,,,,,,,,,,,,,,1246,VR2W-124069,,Lost,acoustic_telemetry,1,4,,albert,INBO
123833,VR2W,,,,,,,,,,,,,,,,1167,VR2W-123833,,Broken,acoustic_telemetry,1,7,,bpns,VLIZ
120882,VR2W,,,,,,,,,,,,,,,,1064,VR2W-120882,,Active,acoustic_telemetry,1,4,,ws2,INBO
480721,VR2Tx,,,,,,,,,,,,,,,,1296,VR2Tx-480721,,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
112291,VR2W,,,,,,,,,,,,,,,,1096,VR2W-112291,,Lost,acoustic_telemetry,1,4,,ws2,INBO
129572,VR2W,,,,,,,,,,,,,,,,1308,VR2W-129572,,Active,acoustic_telemetry,1,7,,saeftinghe,VLIZ
546900,VR2AR,,,,,,,,,,,,,,,,1364,VR2AR-546900,1943,Active,acoustic_telemetry,1,7,,bpns,VLIZ
120887,VR2W,,,,,,,,,,,,,,,,1145,VR2W-120887,,Active,acoustic_telemetry,1,4,,ws2,INBO
129568,VR2W,,,,,,,,,,,,,,,,1304,VR2W-129568,,Lost,acoustic_telemetry,1,7,,saeftinghe,VLIZ
123830,VR2W,,,,,,,,,,,,,,,,1180,VR2W-123830,,Broken,acoustic_telemetry,1,7,,ws1,VLIZ
122345,VR2W,,,,,,,,,,,,,,,,1109,VR2W-122345,,Lost,acoustic_telemetry,1,4,,demer,INBO
129565,VR2W,,,,,,,,,,,,,,,,1301,VR2W-129565,,Active,acoustic_telemetry,1,4,,saeftinghe,INBO
546621,VR2AR,,,,,,,,,,,,,,,,1329,VR2AR-546621,1426,Available,acoustic_telemetry,1,7,,bpns,VLIZ
127724,VR2W,,,,,,,,,,,,,,,,1168,VR2W-127724,,Available,acoustic_telemetry,1,4,,albert,INBO
127715,VR2W,,,,,,,,,,,,,,,,1055,VR2W-127715,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
546899,VR2AR,,,,,,,,,,,,,,,,1363,VR2AR-546899,1942,Active,acoustic_telemetry,1,7,,bpns,VLIZ
122348,VR2W,,,,,,,,,,,,,,,,1218,VR2W-122348,,Available,acoustic_telemetry,1,4,,demer,INBO
123815,VR2W,,,,,,,,,,,,,,,,1113,VR2W-123815,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
123834,VR2W,,,,,,,,,,,,,,,,1051,VR2W-123834,,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
113526,VR2W,,,,,,,,,,,,,,,,1161,VR2W-113526,,Active,acoustic_telemetry,1,4,,bovenschelde,INBO
123822,VR2W,,,,,,,,,,,,,,,,1028,VR2W-123822,,Broken,acoustic_telemetry,1,7,,bpns,VLIZ
129563,VR2W,,,,,,,,,,,,,,,,1299,VR2W-129563,,Active,acoustic_telemetry,1,7,,saeftinghe,VLIZ
122323,VR2W,,,,,,,,,,,,,,,,1240,VR2W-122323,,Lost,acoustic_telemetry,1,4,,demer,INBO
123827,VR2W,,,,,,,,,,,,,,,,1183,VR2W-123827,,Broken,acoustic_telemetry,1,7,,bpns,VLIZ
120879,VR2W,,,,,,,,,,,,,,,,1035,VR2W-120879,,Lost,acoustic_telemetry,1,4,,ws2,INBO
122355,VR2W,,,,,,,,,,,,,,,,1159,VR2W-122355,,Lost,acoustic_telemetry,1,4,,albert,INBO
122356,VR2W,,,,,,,,,,,,,,,,1090,VR2W-122356,,Lost,acoustic_telemetry,1,4,,albert,INBO
122365,VR2W,,,,,,,,,,,,,,,,1130,VR2W-122365,,Active,acoustic_telemetry,1,4,,maas,INBO
122348,VR2W,,,,,,,,,,,,,,,,1218,VR2W-122348,,Available,acoustic_telemetry,1,4,,dijle,INBO
113522,VR2W,,,,,,,,,,,,,,,,1022,VR2W-113522,,Available,acoustic_telemetry,1,4,,bovenschelde,INBO
120881,VR2W,,,,,,,,,,,,,,,,1073,VR2W-120881,,Lost,acoustic_telemetry,1,4,,ws2,INBO
480876,VR2Tx,,,,,,,,,,,,,,,,1318,VR2Tx-480876,,Available,acoustic_telemetry,1,4,,albert,INBO
123829,VR2W,,,,,,,,,,,,,,,,1193,VR2W-123829,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
123835,VR2W,,,,,,,,,,,,,,,,1041,VR2W-123835,,Available,acoustic_telemetry,1,4,,saeftinghe,INBO
120877,VR2W,,,,,,,,,,,,,,,,1186,VR2W-120877,,Lost,acoustic_telemetry,1,4,,ws2,INBO
546891,VR2AR,,,,,,,,,,,,,,,,1352,VR2AR-546891,1490,Active,acoustic_telemetry,1,7,,bpns,VLIZ
124060,VR2W,,,,,,,,,,,,,,,,1176,VR2W-124060,,Active,acoustic_telemetry,1,4,,albert,INBO
122324,VR2W,,,,,,,,,,,,,,,,1225,VR2W-122324,,Active,acoustic_telemetry,1,4,,maas,INBO
547653,VR2AR,,,,,,,,,,,,,,,,1765,VR2AR-547653,2701,Active,acoustic_telemetry,1,7,,bpns,VLIZ
122330,VR2W,,,,,,,,,,,,,,,,1034,VR2W-122330,,Available,acoustic_telemetry,1,4,,albert,INBO
547659,VR2AR,,,,,,,,,,,,,,,,1771,VR2AR-547659,2707,Active,acoustic_telemetry,1,7,,bpns,VLIZ
126199,VR2W,,,,,,,,,,,,,,,,1084,VR2W-126199,,Lost,acoustic_telemetry,1,4,,albert,INBO
120092,VR2W,,,,,,,,,,,,,,,,1048,VR2W-120092,,Active,acoustic_telemetry,1,8,,maas,SVN
127022,VR2W,,,,,,,,,,,,,,,,1165,VR2W-127022,,Available,acoustic_telemetry,1,4,,albert,INBO
113523,VR2W,,,,,,,,,,,,,,,,1228,VR2W-113523,,Available,acoustic_telemetry,1,4,,albert,INBO
127722,VR2W,,,,,,,,,,,,,,,,1085,VR2W-127722,,Active,acoustic_telemetry,1,4,,albert,INBO
113527,VR2W,,,,,,,,,,,,,,,,1125,VR2W-113527,,Lost,acoustic_telemetry,1,4,,bovenschelde,INBO
126200,VR2W,,,,,,,,,,,,,,,,1068,VR2W-126200,,Active,acoustic_telemetry,1,4,,albert,INBO
122352,VR2W,,,,,,,,,,,,,,,,1091,VR2W-122352,,Lost,acoustic_telemetry,1,4,,albert,INBO
122327,VR2W,,,,,,,,,,,,,,,,1111,VR2W-122327,,Lost,acoustic_telemetry,1,4,,albert,INBO
120886,VR2W,,,,,,,,,,,,,,,,1066,VR2W-120886,,Active,acoustic_telemetry,1,4,,ws2,INBO
129566,VR2W,,,,,,,,,,,,,,,,1302,VR2W-129566,,Active,acoustic_telemetry,1,7,,ws2,VLIZ
115434,VR2W,,,,,,,,,,,,,,,,1129,VR2W-115434,,Active,acoustic_telemetry,1,4,,bovenschelde,INBO
124065,VR2W,,,,,,,,,,,,,,,,1131,VR2W-124065,,Available,acoustic_telemetry,1,4,,maas,INBO
124065,VR2W,,,,,,,,,,,,,,,,1131,VR2W-124065,,Available,acoustic_telemetry,1,4,,demer,INBO
115443,VR2W,,,,,,,,,,,,,,,,1152,VR2W-115443,,Available,acoustic_telemetry,1,4,,albert,INBO
122366,VR2W,,,,,,,,,,,,,,,,1105,VR2W-122366,,Active,acoustic_telemetry,1,4,,albert,INBO
112293,VR2W,,,,,,,,,,,,,,,,1182,VR2W-112293,,Lost,acoustic_telemetry,1,4,,bovenschelde,INBO
123816,VR2W,,,,,,,,,,,,,,,,1251,VR2W-123816,,Lost,acoustic_telemetry,1,7,,ws1,VLIZ
480063,VR2Tx,,,,,,,,,,,,,,,,1269,VR2Tx-480063,1396,Active,acoustic_telemetry,1,7,,bpns,VLIZ
127733,VR2W,,,,,,,,,,,,,,,,1238,VR2W-127733,,Active,acoustic_telemetry,1,4,,ws3,INBO
115431,VR2W,,,,,,,,,,,,,,,,1148,VR2W-115431,,Available,acoustic_telemetry,1,4,,saeftinghe,INBO
122353,VR2W,,,,,,,,,,,,,,,,1208,VR2W-122353,,Available,acoustic_telemetry,1,4,,albert,INBO
480061,VR2Tx,,,,,,,,,,,,,,,,1107,VR2Tx-480061,1394,Active,acoustic_telemetry,1,7,,bpns,VLIZ
480720,VR2Tx,,,,,,,,,,,,,,,,1295,VR2Tx-480720,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
120876,VR2W,,,,,,,,,,,,,,,,1224,VR2W-120876,,Active,acoustic_telemetry,1,4,,ws2,INBO
134893,VR2W,,,,,,,,,,,,,,,,2204,VR2W-134893,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
113529,VR2W,,,,,,,,,,,,,,,,1244,VR2W-113529,,Active,acoustic_telemetry,1,4,,dijle,INBO
450136,VR2C,,,,,,,,,,,,,,,,1204,VR2C-450136,,Available,acoustic_telemetry,1,7,,bpns,VLIZ
112286,VR2W,,,,,,,,,,,,,,,,1170,VR2W-112286,,Available,acoustic_telemetry,1,4,,bovenschelde,INBO
120884,VR2W,,,,,,,,,,,,,,,,1067,VR2W-120884,,Active,acoustic_telemetry,1,4,,ws2,INBO
112285,VR2W,,,,,,,,,,,,,,,,1215,VR2W-112285,,Active,acoustic_telemetry,1,4,,albert,INBO
126194,VR2W,,,,,,,,,,,,,,,,1198,VR2W-126194,,Active,acoustic_telemetry,1,4,,albert,INBO
127029,VR2W,,,,,,,,,,,,,,,,1197,VR2W-127029,,Active,acoustic_telemetry,1,4,,dijle,INBO
127028,VR2W,,,,,,,,,,,,,,,,1166,VR2W-127028,,Available,acoustic_telemetry,1,4,,albert,INBO
126201,VR2W,,,,,,,,,,,,,,,,1196,VR2W-126201,,Lost,acoustic_telemetry,1,4,,bpns,INBO
127717,VR2W,,,,,,,,,,,,,,,,1036,VR2W-127717,,Active,acoustic_telemetry,1,4,,saeftinghe,INBO
122363,VR2W,,,,,,,,,,,,,,,,1086,VR2W-122363,,Active,acoustic_telemetry,1,4,,demer,INBO
122357,VR2W,,,,,,,,,,,,,,,,1146,VR2W-122357,,Available,acoustic_telemetry,1,4,,albert,INBO
115447,VR2W,,,,,,,,,,,,,,,,1026,VR2W-115447,,Active,acoustic_telemetry,1,4,,ws2,INBO
546892,VR2AR,,,,,,,,,,,,,,,,1353,VR2AR-546892,1491,Active,acoustic_telemetry,1,7,,bpns,VLIZ
133321,VR2W,,,,,,,,,,,,,,,,1761,VR2W-133321,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
131001,VR2W,,,,,,,,,,,,,,,,1327,VR2W-131001,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
123814,VR2W,,,,,,,,,,,,,,,,1185,VR2W-123814,,Available,acoustic_telemetry,1,7,,bpns,VLIZ
122361,VR2W,,,,,,,,,,,,,,,,1188,VR2W-122361,,Lost,acoustic_telemetry,1,4,,maas,INBO
122347,VR2W,,,,,,,,,,,,,,,,1191,VR2W-122347,,Lost,acoustic_telemetry,1,4,,albert,INBO
124064,VR2W,,,,,,,,,,,,,,,,1024,VR2W-124064,,Lost,acoustic_telemetry,1,4,,albert,INBO
113524,VR2W,,,,,,,,,,,,,,,,1128,VR2W-113524,,Active,acoustic_telemetry,1,4,,bovenschelde,INBO
122335,VR2W,,,,,,,,,,,,,,,,1229,VR2W-122335,,Lost,acoustic_telemetry,1,4,,demer,INBO
122346,VR2W,,,,,,,,,,,,,,,,1142,VR2W-122346,,Active,acoustic_telemetry,1,4,,ws2,INBO
124068,VR2W,,,,,,,,,,,,,,,,1143,VR2W-124068,,Lost,acoustic_telemetry,1,4,,albert,INBO
120880,VR2W,,,,,,,,,,,,,,,,1040,VR2W-120880,,Lost,acoustic_telemetry,1,4,,ws2,INBO
129565,VR2W,,,,,,,,,,,,,,,,1301,VR2W-129565,,Active,acoustic_telemetry,1,4,,ws2,INBO
114258,VR2W,,,,,,,,,,,,,,,,1268,VR2W-114258,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
127030,VR2W,,,,,,,,,,,,,,,,1211,VR2W-127030,,Available,acoustic_telemetry,1,4,,albert,INBO
134900,VR2W,,,,,,,,,,,,,,,,2211,VR2W-134900,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
122328,VR2W,,,,,,,,,,,,,,,,1124,VR2W-122328,,Active,acoustic_telemetry,1,4,,albert,INBO
124074,VR2W,,,,,,,,,,,,,,,,1032,VR2W-124074,,Lost,acoustic_telemetry,1,4,,albert,INBO
122335,VR2W,,,,,,,,,,,,,,,,1229,VR2W-122335,,Lost,acoustic_telemetry,1,4,,dijle,INBO
123832,VR2W,,,,,,,,,,,,,,,,1065,VR2W-123832,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
545718,VR2AR,,,,,,,,,,,,,,,,1031,VR2AR-545718,1381,Active,acoustic_telemetry,1,7,,bpns,VLIZ
547652,VR2AR,,,,,,,,,,,,,,,,1764,VR2AR-547652,2700,Active,acoustic_telemetry,1,7,,bpns,VLIZ
115440,VR2W,,,,,,,,,,,,,,,,1114,VR2W-115440,,Available,acoustic_telemetry,1,4,,saeftinghe,INBO
127109,VR2W,,,,,,,,,,,,,,,,1256,VR2W-127109,,Active,acoustic_telemetry,1,4,,saeftinghe,INBO
127110,VR2W,,,,,,,,,,,,,,,,1184,VR2W-127110,,Lost,acoustic_telemetry,1,7,,bpns,VLIZ
127735,VR2W,,,,,,,,,,,,,,,,1174,VR2W-127735,,Active,acoustic_telemetry,1,4,,ws3,INBO
120885,VR2W,,,,,,,,,,,,,,,,1199,VR2W-120885,,Active,acoustic_telemetry,1,4,,ws2,INBO
122343,VR2W,,,,,,,,,,,,,,,,1083,VR2W-122343,,Active,acoustic_telemetry,1,4,,ws2,INBO
5773,VR2,,,,,,,,,,,,,,,,1102,VR2-5773,,Returned to manufacturer,acoustic_telemetry,1,4,,bovenschelde,INBO
119047,VR2W,,,,,,,,,,,,,,,,1037,VR2W-119047,,Active,acoustic_telemetry,1,8,,maas,SVN
106251,VR2W,,,,,,,,,,,,,,,,769,VR2W-106251,,Broken,acoustic_telemetry,1,7,,bpns,VLIZ
120883,VR2W,,,,,,,,,,,,,,,,1027,VR2W-120883,,Active,acoustic_telemetry,1,4,,ws2,INBO
122329,VR2W,,,,,,,,,,,,,,,,1233,VR2W-122329,,Active,acoustic_telemetry,1,4,,ws2,INBO
122360,VR2W,,,,,,,,,,,,,,,,1223,VR2W-122360,,Available,acoustic_telemetry,1,4,,albert,INBO
110783,VR2W,,,,,,,,,,,,,,,,777,VR2W-110783,,Broken,acoustic_telemetry,1,6,,bpns,MARBIOL
115433,VR2W,,,,,,,,,,,,,,,,1075,VR2W-115433,,Lost,acoustic_telemetry,1,4,,bovenschelde,INBO
122325,VR2W,,,,,,,,,,,,,,,,1038,VR2W-122325,,Active,acoustic_telemetry,1,4,,demer,INBO
127023,VR2W,,,,,,,,,,,,,,,,1088,VR2W-127023,,Available,acoustic_telemetry,1,4,,albert,INBO
129710,VR2W,,,,,,,,,,,,,,,,1293,VR2W-129710,,Active,acoustic_telemetry,1,7,,ws2,VLIZ
480061,VR2Tx,,,,,,,,,,,,,,,,1107,VR2Tx-480061,1394,Active,acoustic_telemetry,1,7,,ws1,VLIZ
113525,VR2W,,,,,,,,,,,,,,,,1206,VR2W-113525,,Available,acoustic_telemetry,1,4,,bovenschelde,INBO
480720,VR2Tx,,,,,,,,,,,,,,,,1295,VR2Tx-480720,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
126201,VR2W,,,,,,,,,,,,,,,,1196,VR2W-126201,,Lost,acoustic_telemetry,1,4,,ws2,INBO
129708,VR2W,,,,,,,,,,,,,,,,1291,VR2W-129708,,Available,acoustic_telemetry,1,7,,bpns,VLIZ
122367,VR2W,,,,,,,,,,,,,,,,1110,VR2W-122367,,Active,acoustic_telemetry,1,4,,demer,INBO
124063,VR2W,,,,,,,,,,,,,,,,1089,VR2W-124063,,Active,acoustic_telemetry,1,4,,maas,INBO
115432,VR2W,,,,,,,,,,,,,,,,1057,VR2W-115432,,Lost,acoustic_telemetry,1,4,,bovenschelde,INBO
112289,VR2W,,,,,,,,,,,,,,,,1158,VR2W-112289,,Broken,acoustic_telemetry,1,4,,bovenschelde,INBO
122368,VR2W,,,,,,,,,,,,,,,,1177,VR2W-122368,,Lost,acoustic_telemetry,1,4,,ws2,INBO
110869,VR2W,,,,,,,,,,,,,,,,1190,VR2W-110869,,Lost,acoustic_telemetry,1,4,,albert,INBO
115431,VR2W,,,,,,,,,,,,,,,,1148,VR2W-115431,,Available,acoustic_telemetry,1,4,,bovenschelde,INBO
124066,VR2W,,,,,,,,,,,,,,,,1097,VR2W-124066,,Active,acoustic_telemetry,1,4,,demer,INBO
122333,VR2W,,,,,,,,,,,,,,,,1042,VR2W-122333,,Available,acoustic_telemetry,1,4,,albert,INBO
127729,VR2W,,,,,,,,,,,,,,,,1273,VR2W-127729,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
124061,VR2W,,,,,,,,,,,,,,,,1058,VR2W-124061,,Available,acoustic_telemetry,1,4,,dijle,INBO
127718,VR2W,,,,,,,,,,,,,,,,1136,VR2W-127718,,Lost,acoustic_telemetry,1,4,,ws1,INBO
546051,VR2AR,,,,,,,,,,,,,,,,1271,VR2AR-546051,1392,Active,acoustic_telemetry,1,7,,bpns,VLIZ
133323,VR2W,,,,,,,,,,,,,,,,1763,VR2W-133323,,Active,acoustic_telemetry,1,7,,bpns,VLIZ
124061,VR2W,,,,,,,,,,,,,,,,1058,VR2W-124061,,Available,acoustic_telemetry,1,4,,demer,INBO
545720,VR2AR,,,,,,,,,,,,,,,,1245,VR2AR-545720,1383,Active,acoustic_telemetry,1,7,,bpns,VLIZ
480721,VR2Tx,,,,,,,,,,,,,,,,1296,VR2Tx-480721,,Lost,acoustic_telemetry,1,7,,saeftinghe,VLIZ
112288,VR2W,,,,,,,,,,,,,,,,1139,VR2W-112288,,Available,acoustic_telemetry,1,4,,albert,INBO
122354,VR2W,,,,,,,,,,,,,,,,1101,VR2W-122354,,Available,acoustic_telemetry,1,4,,albert,INBO
122364,VR2W,,,,,,,,,,,,,,,,1054,VR2W-122364,,Active,acoustic_telemetry,1,4,,demer,INBO
133322,VR2W,,,,,,,,,,,,,,,,1762,VR2W-133322,,Active,acoustic_telemetry,1,7,,ws1,VLIZ
122157,VR2W,,,,,,,,,,,,,,,,1361,VR2W-122157,,Active,acoustic_telemetry,1,4,,albert,INBO
119052,VR2W,,,,,,,,,,,,,,,,1144,VR2W-119052,,Active,acoustic_telemetry,1,8,,maas,SVN
546044,VR2AR,,,,,,,,,,,,,,,,1262,VR2AR-546044,1385,Active,acoustic_telemetry,1,7,,bpns,VLIZ
113527,VR2W,,,,,,,,,,,,,,,,1125,VR2W-113527,,Lost,acoustic_telemetry,1,4,,ws2,INBO
